2024-02-16 18:23:38 status half-installed base-files:arm64 12ubuntu4
2024-02-16 18:23:38 status unpacked base-files:arm64 12ubuntu4
2024-02-16 18:23:39 upgrade base-passwd:arm64 3.5.52build1 3.5.52build1
2024-02-16 18:23:39 status half-configured base-passwd:arm64 3.5.52build1
2024-02-16 18:23:39 status unpacked base-passwd:arm64 3.5.52build1
2024-02-16 18:23:39 status half-installed base-passwd:arm64 3.5.52build1
2024-02-16 18:23:39 status unpacked base-passwd:arm64 3.5.52build1
2024-02-16 18:23:39 install bash:arm64 <none> 5.1-6ubuntu1
2024-02-16 18:23:39 status half-installed bash:arm64 5.1-6ubuntu1
2024-02-16 18:23:39 status unpacked bash:arm64 5.1-6ubuntu1
2024-02-16 18:23:39 install bsdutils:arm64 <none> 1:2.37.2-4ubuntu3
2024-02-16 18:23:39 status half-installed bsdutils:arm64 1:2.37.2-4ubuntu3
2024-02-16 18:23:39 status unpacked bsdutils:arm64 1:2.37.2-4ubuntu3
2024-02-16 18:23:39 install coreutils:arm64 <none> 8.32-4.1ubuntu1
2024-02-16 18:23:39 status half-installed coreutils:arm64 8.32-4.1ubuntu1
2024-02-16 18:23:39 status unpacked coreutils:arm64 8.32-4.1ubuntu1
2024-02-16 18:23:39 install dash:arm64 <none> 0.5.11+git20210903+057cd650a4ed-3build1
2024-02-16 18:23:39 status half-installed dash:arm64 0.5.11+git20210903+057cd650a4ed-3build1
2024-02-16 18:23:39 status unpacked dash:arm64 0.5.11+git20210903+057cd650a4ed-3build1
2024-02-16 18:23:39 install debconf:all <none> 1.5.79ubuntu1
2024-02-16 18:23:39 status half-installed debconf:all 1.5.79ubuntu1
2024-02-16 18:23:39 status unpacked debconf:all 1.5.79ubuntu1
2024-02-16 18:23:39 install debianutils:arm64 <none> 5.5-1ubuntu2
2024-02-16 18:23:39 status half-installed debianutils:arm64 5.5-1ubuntu2
2024-02-16 18:23:39 status unpacked debianutils:arm64 5.5-1ubuntu2
2024-02-16 18:23:39 install diffutils:arm64 <none> 1:3.8-0ubuntu2
2024-02-16 18:23:39 status half-installed diffutils:arm64 1:3.8-0ubuntu2
2024-02-16 18:23:39 status unpacked diffutils:arm64 1:3.8-0ubuntu2
2024-02-16 18:23:39 upgrade dpkg:arm64 1.21.1ubuntu2 1.21.1ubuntu2
2024-02-16 18:23:39 status half-configured dpkg:arm64 1.21.1ubuntu2
2024-02-16 18:23:39 status unpacked dpkg:arm64 1.21.1ubuntu2
2024-02-16 18:23:39 status half-installed dpkg:arm64 1.21.1ubuntu2
2024-02-16 18:23:39 status unpacked dpkg:arm64 1.21.1ubuntu2
2024-02-16 18:23:39 install e2fsprogs:arm64 <none> 1.46.5-2ubuntu1
2024-02-16 18:23:39 status half-installed e2fsprogs:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:39 status unpacked e2fsprogs:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:39 install findutils:arm64 <none> 4.8.0-1ubuntu3
2024-02-16 18:23:39 status half-installed findutils:arm64 4.8.0-1ubuntu3
2024-02-16 18:23:39 status unpacked findutils:arm64 4.8.0-1ubuntu3
2024-02-16 18:23:39 install gcc-12-base:arm64 <none> 12-20220319-1ubuntu1
2024-02-16 18:23:39 status half-installed gcc-12-base:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:39 status unpacked gcc-12-base:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:39 install grep:arm64 <none> 3.7-1build1
2024-02-16 18:23:39 status half-installed grep:arm64 3.7-1build1
2024-02-16 18:23:39 status unpacked grep:arm64 3.7-1build1
2024-02-16 18:23:39 install gzip:arm64 <none> 1.10-4ubuntu4
2024-02-16 18:23:39 status half-installed gzip:arm64 1.10-4ubuntu4
2024-02-16 18:23:39 status unpacked gzip:arm64 1.10-4ubuntu4
2024-02-16 18:23:39 install hostname:arm64 <none> 3.23ubuntu2
2024-02-16 18:23:39 status half-installed hostname:arm64 3.23ubuntu2
2024-02-16 18:23:39 status unpacked hostname:arm64 3.23ubuntu2
2024-02-16 18:23:39 install init-system-helpers:all <none> 1.62
2024-02-16 18:23:39 status half-installed init-system-helpers:all 1.62
2024-02-16 18:23:39 status unpacked init-system-helpers:all 1.62
2024-02-16 18:23:39 install libacl1:arm64 <none> 2.3.1-1
2024-02-16 18:23:39 status half-installed libacl1:arm64 2.3.1-1
2024-02-16 18:23:39 status unpacked libacl1:arm64 2.3.1-1
2024-02-16 18:23:39 install libattr1:arm64 <none> 1:2.5.1-1build1
2024-02-16 18:23:39 status half-installed libattr1:arm64 1:2.5.1-1build1
2024-02-16 18:23:39 status unpacked libattr1:arm64 1:2.5.1-1build1
2024-02-16 18:23:39 install libaudit-common:all <none> 1:3.0.7-1build1
2024-02-16 18:23:39 status half-installed libaudit-common:all 1:3.0.7-1build1
2024-02-16 18:23:39 status unpacked libaudit-common:all 1:3.0.7-1build1
2024-02-16 18:23:39 install libaudit1:arm64 <none> 1:3.0.7-1build1
2024-02-16 18:23:39 status half-installed libaudit1:arm64 1:3.0.7-1build1
2024-02-16 18:23:39 status unpacked libaudit1:arm64 1:3.0.7-1build1
2024-02-16 18:23:39 install libblkid1:arm64 <none> 2.37.2-4ubuntu3
2024-02-16 18:23:39 status half-installed libblkid1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:39 status unpacked libblkid1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:39 install libbz2-1.0:arm64 <none> 1.0.8-5build1
2024-02-16 18:23:39 status half-installed libbz2-1.0:arm64 1.0.8-5build1
2024-02-16 18:23:39 status unpacked libbz2-1.0:arm64 1.0.8-5build1
2024-02-16 18:23:39 install libc-bin:arm64 <none> 2.35-0ubuntu3
2024-02-16 18:23:39 status half-installed libc-bin:arm64 2.35-0ubuntu3
2024-02-16 18:23:39 status unpacked libc-bin:arm64 2.35-0ubuntu3
2024-02-16 18:23:39 upgrade libc6:arm64 2.35-0ubuntu3 2.35-0ubuntu3
2024-02-16 18:23:39 status half-configured libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:39 status unpacked libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:39 status half-installed libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:39 status unpacked libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:39 install libcap-ng0:arm64 <none> 0.7.9-2.2build3
2024-02-16 18:23:39 status half-installed libcap-ng0:arm64 0.7.9-2.2build3
2024-02-16 18:23:39 status unpacked libcap-ng0:arm64 0.7.9-2.2build3
2024-02-16 18:23:39 install libcap2:arm64 <none> 1:2.44-1build3
2024-02-16 18:23:39 status half-installed libcap2:arm64 1:2.44-1build3
2024-02-16 18:23:39 status unpacked libcap2:arm64 1:2.44-1build3
2024-02-16 18:23:39 install libcom-err2:arm64 <none> 1.46.5-2ubuntu1
2024-02-16 18:23:39 status half-installed libcom-err2:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:39 status unpacked libcom-err2:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:39 install libcrypt1:arm64 <none> 1:4.4.27-1
2024-02-16 18:23:39 status half-installed libcrypt1:arm64 1:4.4.27-1
2024-02-16 18:23:39 status unpacked libcrypt1:arm64 1:4.4.27-1
2024-02-16 18:23:39 install libdb5.3:arm64 <none> 5.3.28+dfsg1-0.8ubuntu3
2024-02-16 18:23:39 status half-installed libdb5.3:arm64 5.3.28+dfsg1-0.8ubuntu3
2024-02-16 18:23:39 status unpacked libdb5.3:arm64 5.3.28+dfsg1-0.8ubuntu3
2024-02-16 18:23:39 install libdebconfclient0:arm64 <none> 0.261ubuntu1
2024-02-16 18:23:39 status half-installed libdebconfclient0:arm64 0.261ubuntu1
2024-02-16 18:23:39 status unpacked libdebconfclient0:arm64 0.261ubuntu1
2024-02-16 18:23:39 install libext2fs2:arm64 <none> 1.46.5-2ubuntu1
2024-02-16 18:23:39 status half-installed libext2fs2:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:39 status unpacked libext2fs2:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:39 install libgcc-s1:arm64 <none> 12-20220319-1ubuntu1
2024-02-16 18:23:39 status half-installed libgcc-s1:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:39 status unpacked libgcc-s1:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:39 install libgcrypt20:arm64 <none> 1.9.4-3ubuntu3
2024-02-16 18:23:39 status half-installed libgcrypt20:arm64 1.9.4-3ubuntu3
2024-02-16 18:23:39 status unpacked libgcrypt20:arm64 1.9.4-3ubuntu3
2024-02-16 18:23:39 install libgmp10:arm64 <none> 2:6.2.1+dfsg-3ubuntu1
2024-02-16 18:23:39 status half-installed libgmp10:arm64 2:6.2.1+dfsg-3ubuntu1
2024-02-16 18:23:39 status unpacked libgmp10:arm64 2:6.2.1+dfsg-3ubuntu1
2024-02-16 18:23:39 install libgpg-error0:arm64 <none> 1.43-3
2024-02-16 18:23:39 status half-installed libgpg-error0:arm64 1.43-3
2024-02-16 18:23:39 status unpacked libgpg-error0:arm64 1.43-3
2024-02-16 18:23:39 install libgssapi-krb5-2:arm64 <none> 1.19.2-2
2024-02-16 18:23:39 status half-installed libgssapi-krb5-2:arm64 1.19.2-2
2024-02-16 18:23:39 status unpacked libgssapi-krb5-2:arm64 1.19.2-2
2024-02-16 18:23:39 install libk5crypto3:arm64 <none> 1.19.2-2
2024-02-16 18:23:39 status half-installed libk5crypto3:arm64 1.19.2-2
2024-02-16 18:23:39 status unpacked libk5crypto3:arm64 1.19.2-2
2024-02-16 18:23:39 install libkeyutils1:arm64 <none> 1.6.1-2ubuntu3
2024-02-16 18:23:39 status half-installed libkeyutils1:arm64 1.6.1-2ubuntu3
2024-02-16 18:23:39 status unpacked libkeyutils1:arm64 1.6.1-2ubuntu3
2024-02-16 18:23:39 install libkrb5-3:arm64 <none> 1.19.2-2
2024-02-16 18:23:39 status half-installed libkrb5-3:arm64 1.19.2-2
2024-02-16 18:23:39 status unpacked libkrb5-3:arm64 1.19.2-2
2024-02-16 18:23:39 install libkrb5support0:arm64 <none> 1.19.2-2
2024-02-16 18:23:39 status half-installed libkrb5support0:arm64 1.19.2-2
2024-02-16 18:23:39 status unpacked libkrb5support0:arm64 1.19.2-2
2024-02-16 18:23:39 install liblz4-1:arm64 <none> 1.9.3-2build2
2024-02-16 18:23:39 status half-installed liblz4-1:arm64 1.9.3-2build2
2024-02-16 18:23:39 status unpacked liblz4-1:arm64 1.9.3-2build2
2024-02-16 18:23:39 install liblzma5:arm64 <none> 5.2.5-2ubuntu1
2024-02-16 18:23:39 status half-installed liblzma5:arm64 5.2.5-2ubuntu1
2024-02-16 18:23:39 status unpacked liblzma5:arm64 5.2.5-2ubuntu1
2024-02-16 18:23:39 install libmount1:arm64 <none> 2.37.2-4ubuntu3
2024-02-16 18:23:39 status half-installed libmount1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:39 status unpacked libmount1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:39 install libncurses6:arm64 <none> 6.3-2
2024-02-16 18:23:39 status half-installed libncurses6:arm64 6.3-2
2024-02-16 18:23:39 status unpacked libncurses6:arm64 6.3-2
2024-02-16 18:23:39 install libncursesw6:arm64 <none> 6.3-2
2024-02-16 18:23:39 status half-installed libncursesw6:arm64 6.3-2
2024-02-16 18:23:39 status unpacked libncursesw6:arm64 6.3-2
2024-02-16 18:23:39 install libnsl2:arm64 <none> 1.3.0-2build2
2024-02-16 18:23:39 status half-installed libnsl2:arm64 1.3.0-2build2
2024-02-16 18:23:39 status unpacked libnsl2:arm64 1.3.0-2build2
2024-02-16 18:23:39 install libpam-modules:arm64 <none> 1.4.0-11ubuntu2
2024-02-16 18:23:39 status half-installed libpam-modules:arm64 1.4.0-11ubuntu2
2024-02-16 18:23:40 status unpacked libpam-modules:arm64 1.4.0-11ubuntu2
2024-02-16 18:23:40 install libpam-modules-bin:arm64 <none> 1.4.0-11ubuntu2
2024-02-16 18:23:40 status half-installed libpam-modules-bin:arm64 1.4.0-11ubuntu2
2024-02-16 18:23:40 status unpacked libpam-modules-bin:arm64 1.4.0-11ubuntu2
2024-02-16 18:23:40 install libpam-runtime:all <none> 1.4.0-11ubuntu2
2024-02-16 18:23:40 status half-installed libpam-runtime:all 1.4.0-11ubuntu2
2024-02-16 18:23:40 status unpacked libpam-runtime:all 1.4.0-11ubuntu2
2024-02-16 18:23:40 install libpam0g:arm64 <none> 1.4.0-11ubuntu2
2024-02-16 18:23:40 status half-installed libpam0g:arm64 1.4.0-11ubuntu2
2024-02-16 18:23:40 status unpacked libpam0g:arm64 1.4.0-11ubuntu2
2024-02-16 18:23:40 install libpcre2-8-0:arm64 <none> 10.39-3build1
2024-02-16 18:23:40 status half-installed libpcre2-8-0:arm64 10.39-3build1
2024-02-16 18:23:40 status unpacked libpcre2-8-0:arm64 10.39-3build1
2024-02-16 18:23:40 install libpcre3:arm64 <none> 2:8.39-13build5
2024-02-16 18:23:40 status half-installed libpcre3:arm64 2:8.39-13build5
2024-02-16 18:23:40 status unpacked libpcre3:arm64 2:8.39-13build5
2024-02-16 18:23:40 install libprocps8:arm64 <none> 2:3.3.17-6ubuntu2
2024-02-16 18:23:40 status half-installed libprocps8:arm64 2:3.3.17-6ubuntu2
2024-02-16 18:23:40 status unpacked libprocps8:arm64 2:3.3.17-6ubuntu2
2024-02-16 18:23:40 install libselinux1:arm64 <none> 3.3-1build2
2024-02-16 18:23:40 status half-installed libselinux1:arm64 3.3-1build2
2024-02-16 18:23:40 status unpacked libselinux1:arm64 3.3-1build2
2024-02-16 18:23:40 install libsemanage-common:all <none> 3.3-1build2
2024-02-16 18:23:40 status half-installed libsemanage-common:all 3.3-1build2
2024-02-16 18:23:40 status unpacked libsemanage-common:all 3.3-1build2
2024-02-16 18:23:40 install libsemanage2:arm64 <none> 3.3-1build2
2024-02-16 18:23:40 status half-installed libsemanage2:arm64 3.3-1build2
2024-02-16 18:23:40 status unpacked libsemanage2:arm64 3.3-1build2
2024-02-16 18:23:40 install libsepol2:arm64 <none> 3.3-1build1
2024-02-16 18:23:40 status half-installed libsepol2:arm64 3.3-1build1
2024-02-16 18:23:40 status unpacked libsepol2:arm64 3.3-1build1
2024-02-16 18:23:40 install libsmartcols1:arm64 <none> 2.37.2-4ubuntu3
2024-02-16 18:23:40 status half-installed libsmartcols1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 status unpacked libsmartcols1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 install libss2:arm64 <none> 1.46.5-2ubuntu1
2024-02-16 18:23:40 status half-installed libss2:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:40 status unpacked libss2:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:40 install libssl3:arm64 <none> 3.0.2-0ubuntu1
2024-02-16 18:23:40 status half-installed libssl3:arm64 3.0.2-0ubuntu1
2024-02-16 18:23:40 status unpacked libssl3:arm64 3.0.2-0ubuntu1
2024-02-16 18:23:40 install libsystemd0:arm64 <none> 249.11-0ubuntu3
2024-02-16 18:23:40 status half-installed libsystemd0:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 status unpacked libsystemd0:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 install libtinfo6:arm64 <none> 6.3-2
2024-02-16 18:23:40 status half-installed libtinfo6:arm64 6.3-2
2024-02-16 18:23:40 status unpacked libtinfo6:arm64 6.3-2
2024-02-16 18:23:40 install libtirpc-common:all <none> 1.3.2-2build1
2024-02-16 18:23:40 status half-installed libtirpc-common:all 1.3.2-2build1
2024-02-16 18:23:40 status unpacked libtirpc-common:all 1.3.2-2build1
2024-02-16 18:23:40 install libtirpc3:arm64 <none> 1.3.2-2build1
2024-02-16 18:23:40 status half-installed libtirpc3:arm64 1.3.2-2build1
2024-02-16 18:23:40 status unpacked libtirpc3:arm64 1.3.2-2build1
2024-02-16 18:23:40 install libudev1:arm64 <none> 249.11-0ubuntu3
2024-02-16 18:23:40 status half-installed libudev1:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 status unpacked libudev1:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 install libuuid1:arm64 <none> 2.37.2-4ubuntu3
2024-02-16 18:23:40 status half-installed libuuid1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 status unpacked libuuid1:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 install libzstd1:arm64 <none> 1.4.8+dfsg-3build1
2024-02-16 18:23:40 status half-installed libzstd1:arm64 1.4.8+dfsg-3build1
2024-02-16 18:23:40 status unpacked libzstd1:arm64 1.4.8+dfsg-3build1
2024-02-16 18:23:40 install login:arm64 <none> 1:4.8.1-2ubuntu2
2024-02-16 18:23:40 status half-installed login:arm64 1:4.8.1-2ubuntu2
2024-02-16 18:23:40 status unpacked login:arm64 1:4.8.1-2ubuntu2
2024-02-16 18:23:40 install logsave:arm64 <none> 1.46.5-2ubuntu1
2024-02-16 18:23:40 status half-installed logsave:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:40 status unpacked logsave:arm64 1.46.5-2ubuntu1
2024-02-16 18:23:40 install lsb-base:all <none> 11.1.0ubuntu4
2024-02-16 18:23:40 status half-installed lsb-base:all 11.1.0ubuntu4
2024-02-16 18:23:40 status unpacked lsb-base:all 11.1.0ubuntu4
2024-02-16 18:23:40 upgrade mawk:arm64 1.3.4.20200120-3 1.3.4.20200120-3
2024-02-16 18:23:40 status half-configured mawk:arm64 1.3.4.20200120-3
2024-02-16 18:23:40 status unpacked mawk:arm64 1.3.4.20200120-3
2024-02-16 18:23:40 status half-installed mawk:arm64 1.3.4.20200120-3
2024-02-16 18:23:40 status unpacked mawk:arm64 1.3.4.20200120-3
2024-02-16 18:23:40 install mount:arm64 <none> 2.37.2-4ubuntu3
2024-02-16 18:23:40 status half-installed mount:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 status unpacked mount:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 install ncurses-base:all <none> 6.3-2
2024-02-16 18:23:40 status half-installed ncurses-base:all 6.3-2
2024-02-16 18:23:40 status unpacked ncurses-base:all 6.3-2
2024-02-16 18:23:40 install ncurses-bin:arm64 <none> 6.3-2
2024-02-16 18:23:40 status half-installed ncurses-bin:arm64 6.3-2
2024-02-16 18:23:40 status unpacked ncurses-bin:arm64 6.3-2
2024-02-16 18:23:40 install passwd:arm64 <none> 1:4.8.1-2ubuntu2
2024-02-16 18:23:40 status half-installed passwd:arm64 1:4.8.1-2ubuntu2
2024-02-16 18:23:40 status unpacked passwd:arm64 1:4.8.1-2ubuntu2
2024-02-16 18:23:40 upgrade perl-base:arm64 5.34.0-3ubuntu1 5.34.0-3ubuntu1
2024-02-16 18:23:40 status half-configured perl-base:arm64 5.34.0-3ubuntu1
2024-02-16 18:23:40 status unpacked perl-base:arm64 5.34.0-3ubuntu1
2024-02-16 18:23:40 status half-installed perl-base:arm64 5.34.0-3ubuntu1
2024-02-16 18:23:40 status unpacked perl-base:arm64 5.34.0-3ubuntu1
2024-02-16 18:23:40 install procps:arm64 <none> 2:3.3.17-6ubuntu2
2024-02-16 18:23:40 status half-installed procps:arm64 2:3.3.17-6ubuntu2
2024-02-16 18:23:40 status unpacked procps:arm64 2:3.3.17-6ubuntu2
2024-02-16 18:23:40 install sed:arm64 <none> 4.8-1ubuntu2
2024-02-16 18:23:40 status half-installed sed:arm64 4.8-1ubuntu2
2024-02-16 18:23:40 status unpacked sed:arm64 4.8-1ubuntu2
2024-02-16 18:23:40 install sensible-utils:all <none> 0.0.17
2024-02-16 18:23:40 status half-installed sensible-utils:all 0.0.17
2024-02-16 18:23:40 status unpacked sensible-utils:all 0.0.17
2024-02-16 18:23:40 install sysvinit-utils:arm64 <none> 3.01-1ubuntu1
2024-02-16 18:23:40 status half-installed sysvinit-utils:arm64 3.01-1ubuntu1
2024-02-16 18:23:40 status unpacked sysvinit-utils:arm64 3.01-1ubuntu1
2024-02-16 18:23:40 install tar:arm64 <none> 1.34+dfsg-1build3
2024-02-16 18:23:40 status half-installed tar:arm64 1.34+dfsg-1build3
2024-02-16 18:23:40 status unpacked tar:arm64 1.34+dfsg-1build3
2024-02-16 18:23:40 install usrmerge:all <none> 25ubuntu2
2024-02-16 18:23:40 status half-installed usrmerge:all 25ubuntu2
2024-02-16 18:23:40 status unpacked usrmerge:all 25ubuntu2
2024-02-16 18:23:40 install util-linux:arm64 <none> 2.37.2-4ubuntu3
2024-02-16 18:23:40 status half-installed util-linux:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 status unpacked util-linux:arm64 2.37.2-4ubuntu3
2024-02-16 18:23:40 install zlib1g:arm64 <none> 1:1.2.11.dfsg-2ubuntu9
2024-02-16 18:23:40 status half-installed zlib1g:arm64 1:1.2.11.dfsg-2ubuntu9
2024-02-16 18:23:40 status unpacked zlib1g:arm64 1:1.2.11.dfsg-2ubuntu9
2024-02-16 18:23:40 startup packages configure
2024-02-16 18:23:40 configure lsb-base:all 11.1.0ubuntu4 <none>
2024-02-16 18:23:40 status unpacked lsb-base:all 11.1.0ubuntu4
2024-02-16 18:23:40 status half-configured lsb-base:all 11.1.0ubuntu4
2024-02-16 18:23:40 status installed lsb-base:all 11.1.0ubuntu4
2024-02-16 18:23:40 configure libtirpc-common:all 1.3.2-2build1 <none>
2024-02-16 18:23:40 status unpacked libtirpc-common:all 1.3.2-2build1
2024-02-16 18:23:40 status half-configured libtirpc-common:all 1.3.2-2build1
2024-02-16 18:23:40 status installed libtirpc-common:all 1.3.2-2build1
2024-02-16 18:23:40 configure libaudit-common:all 1:3.0.7-1build1 <none>
2024-02-16 18:23:40 status unpacked libaudit-common:all 1:3.0.7-1build1
2024-02-16 18:23:40 status half-configured libaudit-common:all 1:3.0.7-1build1
2024-02-16 18:23:40 status installed libaudit-common:all 1:3.0.7-1build1
2024-02-16 18:23:40 configure libsemanage-common:all 3.3-1build2 <none>
2024-02-16 18:23:40 status unpacked libsemanage-common:all 3.3-1build2
2024-02-16 18:23:40 status half-configured libsemanage-common:all 3.3-1build2
2024-02-16 18:23:40 status installed libsemanage-common:all 3.3-1build2
2024-02-16 18:23:40 configure gcc-12-base:arm64 12-20220319-1ubuntu1 <none>
2024-02-16 18:23:40 status unpacked gcc-12-base:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:40 status half-configured gcc-12-base:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:40 status installed gcc-12-base:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:40 configure ncurses-base:all 6.3-2 <none>
2024-02-16 18:23:40 status unpacked ncurses-base:all 6.3-2
2024-02-16 18:23:40 status half-configured ncurses-base:all 6.3-2
2024-02-16 18:23:40 status installed ncurses-base:all 6.3-2
2024-02-16 18:23:40 configure sensible-utils:all 0.0.17 <none>
2024-02-16 18:23:40 status unpacked sensible-utils:all 0.0.17
2024-02-16 18:23:40 status half-configured sensible-utils:all 0.0.17
2024-02-16 18:23:40 status installed sensible-utils:all 0.0.17
2024-02-16 18:23:40 configure libcrypt1:arm64 1:4.4.27-1 <none>
2024-02-16 18:23:40 status unpacked libcrypt1:arm64 1:4.4.27-1
2024-02-16 18:23:40 status half-configured libcrypt1:arm64 1:4.4.27-1
2024-02-16 18:23:40 status installed libcrypt1:arm64 1:4.4.27-1
2024-02-16 18:23:40 configure libgcc-s1:arm64 12-20220319-1ubuntu1 <none>
2024-02-16 18:23:40 status unpacked libgcc-s1:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:40 status half-configured libgcc-s1:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:40 status installed libgcc-s1:arm64 12-20220319-1ubuntu1
2024-02-16 18:23:40 configure libc6:arm64 2.35-0ubuntu3 <none>
2024-02-16 18:23:40 status unpacked libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:40 status half-configured libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:40 status installed libc6:arm64 2.35-0ubuntu3
2024-02-16 18:23:40 configure libudev1:arm64 249.11-0ubuntu3 <none>
2024-02-16 18:23:40 status unpacked libudev1:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 status half-configured libudev1:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 status installed libudev1:arm64 249.11-0ubuntu3
2024-02-16 18:23:40 configure libattr1:arm64 1:2.5.1-1build1 <none>
